nome_usuario,cpf,descricao_produto,avaliacao_descricao,marca_produto,avaliacao_marca,id
Ana Marques Vieira,81076193820,pao integral rap10,4,rap10,2,152e5ac17c247386
Patricia Oliveira Barbosa,86406968026,papel higienico neve,2,neve,1,2787dd01f45d49b0
Vinicius Lopes Fernandes,64448139212,manteiga aviacao,4,aviacao,5,5397960aeba2e6b3
Zoe Carvalho Ferreira,60747317305,acucar uniao,5,união,5,fc1b0d5db586ebe9
Matheus Ferreira Santana,1291102647,suco laranja kapo,1,kapo,4,b0f19386516f2f69
Patricia Oliveira Barbosa,86406968026,sabonete palm,2,palmolive,4,a0b9e00f24ed41d1
Ana Marques Vieira,81076193820,biscoito brig trigolino,4,trigolino,5,bae138b239e23b96
Zoe Carvalho Ferreira,60747317305,creme dental colgate,1,colgate,5,6675903bd8378edd
Isabela Costa Souza,71475109172,mini waffer brig trigolino,2,trigolino,1,d0c1db793f17062e
Vitoria Costa Andrade,13247830448,refrigerante coca cola,4,coca cola,2,b859dc801d8350ec
Vinicius Cardoso Costa,97616924000,calabresa perdigao,4,perdigao,5,3b786ddf17a84fdb
Larissa Carvalho Ferreira,45756376372,pao integral rap10,4,rap10,4,152e5ac17c247386
Zoe Carvalho Ferreira,60747317305,papel higienico perfurmado flor lotus,1,flor de lotus,4,0bfd9ef01bb0c0be
Beatriz Moreira Lima,70903418525,suco maracuja kapo,1,kapo,3,c9e0b63010291868
Vitoria Costa Andrade,13247830448,sabonete dove,2,dove,5,02b277c4789da68c
Andre Barbosa Lima,77106803308,papel higienico neve,1,neve,4,2787dd01f45d49b0
Isabela Nunes Cardoso,45161646632,suco morango kapo,4,kapo,5,2a03f46abe452c69
Vinicius Cardoso Costa,97616924000,iogurte nestle morango,4,nestle,2,7e9c0100871ad92b
Isabela Nunes Cardoso,45161646632,oleo soja soya,3,soya,5,115b0cd735758b62
Isabela Santos Lima,25925780132,batata palha scrush,3,scrush,4,896e9930b557a4ee
Igor Souza Moreira,95830436809,frango perdigao congelado,1,perdigao,1,d6c46501a2daf86d
Beatriz Moreira Lima,70903418525,queijo mussarela fatiado,3,generico,5,405c85bc4c79e9d8
Isabela Santos Lima,25925780132,oleo soya,5,soya,3,a487f6e16421e74e
Isabela Santos Lima,25925780132,arroz tio joao,1,tio joão,5,91e92082aec624ed
Matheus Ferreira Santana,1291102647,cafe pilao,1,pilao,3,595a16276251ffad
Otavio Souza Rocha,12548055590,suco laranja kapo,1,kapo,3,b0f19386516f2f69
Vinicius Lopes Fernandes,64448139212,nescau po,3,nescau,3,a18b3d828ffb3386
Lucas Carvalho,98765432100,papel higienico neve,1,neve,2,2787dd01f45d49b0
Otavio Souza Rocha,12548055590,pao de forma,5,generico,2,7c0d84a202081aeb
Igor Souza Moreira,95830436809,oleo soja concord,2,concord,5,d62cd37fcb75ae41
Vitoria Costa Andrade,13247830448,pao frances,1,generico,1,d50b681b711f8c2e
Joao Nascimento Lima,6167112398,sorvete chocolate toya,4,toya,2,4d1321dc998bb78c
Henrique Santos Almeida,10114581010,feijao carioca,4,generico,1,34fa3239bb692bcf
Vinicius Lopes Fernandes,64448139212,frango perdigao congelado,1,perdigao,1,d6c46501a2daf86d
Henrique Santos Almeida,10114581010,nissin tomate turma monica,5,nissin,4,100aa838694d80b7
Henrique Santos Almeida,10114581010,sorvete chocolate toya,1,toya,2,4d1321dc998bb78c
Isabela Santos Lima,25925780132,pao integral rap10,3,rap10,1,152e5ac17c247386
Otavio Souza Rocha,12548055590,sabonete dove,1,dove,3,02b277c4789da68c
Olivia Oliveira Freitas,94232829032,melancia,3,generico,5,4fa3230bc9e14928
Larissa Carvalho Ferreira,45756376372,sabonete dove,2,dove,3,02b277c4789da68c
Ana Marques Vieira,81076193820,achocolatado po nescau,1,nescau,5,4b18a3d1193a0b75
Isabela Nunes Cardoso,45161646632,mini waffer brig trigolino,4,trigolino,5,d0c1db793f17062e
Isabela Costa Souza,71475109172,guarana classic 2lt,5,guarana antartica,3,6e227f0d7bb97433
Patricia Oliveira Barbosa,86406968026,pao frances,4,generico,2,d50b681b711f8c2e
Zoe Carvalho Ferreira,60747317305,goma tapioca jo alimentos,1,generico,3,b0f59646ddc9458c
Andre Barbosa Lima,77106803308,refrigerante bare,4,bare,3,da41e5c5c5ddf98c
Caio Moreira Costa,11387575864,pao de forma,3,generico,2,7c0d84a202081aeb
Isabela Costa Souza,71475109172,refrigerante grapette,4,grapette,4,b18ec33b49021f37
Isabela Nunes Cardoso,45161646632,feij carioca,3,generico,3,8f865ec7d9f1b4d7
Andre Barbosa Lima,77106803308,calabresa perdigao,2,perdigao,1,3b786ddf17a84fdb
Beatriz Marques Barbosa,55565857503,leite condensado semidesnatado tirol,1,tirol,3,d1f22bd632c5ff26
Zoe Carvalho Ferreira,60747317305,frango perdigao,2,perdigao,3,820d2ae8c8ad4579
Henrique Santos Almeida,10114581010,pao de forma,1,generico,3,7c0d84a202081aeb
Vinicius Cardoso Costa,97616924000,frango perdigao,3,perdigao,2,820d2ae8c8ad4579
Joao Nascimento Lima,6167112398,biscoito brig trigolino,2,trigolino,4,bae138b239e23b96
Patricia Oliveira Barbosa,86406968026,nescau po,2,nescau,5,a18b3d828ffb3386
Igor Souza Moreira,95830436809,oleo soja soya,4,soya,2,115b0cd735758b62
Matheus Ferreira Santana,1291102647,farinha lactea nestle,5,nestle,4,46ab29ed9bb90277
Vinicius Cardoso Costa,97616924000,arroz tio joao,1,tio joão,1,91e92082aec624ed
Isabela Nunes Cardoso,45161646632,sabonete dove,3,dove,2,02b277c4789da68c
Vitoria Costa Andrade,13247830448,acucar refinado uniao,1,união,5,4ad51bf5be0f6ebf
Lucas Carvalho,98765432100,farinha lactea nestle,3,nestle,4,46ab29ed9bb90277
Vitoria Costa Andrade,13247830448,creme dental colgate,3,colgate,2,6675903bd8378edd
Andre Barbosa Lima,77106803308,leite condensado semidesnatado tirol,2,tirol,4,d1f22bd632c5ff26
Igor Souza Moreira,95830436809,creme dental colgate,1,colgate,2,6675903bd8378edd
Ana Marques Vieira,81076193820,suco maracuja kapo,4,kapo,2,c9e0b63010291868
Joao Nascimento Lima,6167112398,creme dental colgate,5,colgate,3,6675903bd8378edd
Isabela Costa Souza,71475109172,suco laranja dafruta,3,dafruta,4,3dbc58dc82f8efe9
Beatriz Marques Barbosa,55565857503,frango perdigao congelado,1,perdigao,2,d6c46501a2daf86d
Otavio Souza Rocha,12548055590,nescau po,3,nescau,2,a18b3d828ffb3386
Otavio Souza Rocha,12548055590,suco morango kapo,1,kapo,1,2a03f46abe452c69
Isabela Costa Souza,71475109172,pao integral rap10,2,rap10,4,152e5ac17c247386
Igor Souza Moreira,95830436809,farinha lactea nestle,5,nestle,5,46ab29ed9bb90277
Andre Barbosa Lima,77106803308,achocolatado po nescau,2,nescau,2,4b18a3d1193a0b75
Vitoria Costa Andrade,13247830448,sorvete chocolate toya,2,toya,1,4d1321dc998bb78c
Igor Souza Moreira,95830436809,sabonete palm,1,palmolive,4,a0b9e00f24ed41d1
Joao Nascimento Lima,6167112398,macarrao renata espaguete,3,renata,5,ee1490e9b7a35448
Igor Souza Moreira,95830436809,iogurte nestle morango,2,nestle,5,7e9c0100871ad92b
Otavio Souza Rocha,12548055590,queijo mussarela fatiado,2,generico,4,405c85bc4c79e9d8
Igor Souza Moreira,95830436809,guarana classic 2lt,3,guarana antartica,4,6e227f0d7bb97433
Caio Moreira Costa,11387575864,feij carioca,3,generico,3,8f865ec7d9f1b4d7
Patricia Oliveira Barbosa,86406968026,suco morango kapo,4,kapo,3,2a03f46abe452c69
Isabela Nunes Cardoso,45161646632,sabonete palm,2,palmolive,3,a0b9e00f24ed41d1
Vinicius Lopes Fernandes,64448139212,refrigerante laranjinha,5,laranjinha,1,45c4d145142850d3
Larissa Carvalho Ferreira,45756376372,queijo mussarela fatiado,5,generico,4,405c85bc4c79e9d8
Igor Souza Moreira,95830436809,papel higienico neve,1,neve,2,2787dd01f45d49b0
Larissa Carvalho Ferreira,45756376372,guarana classic 2lt,5,guarana antartica,3,6e227f0d7bb97433
Henrique Santos Almeida,10114581010,suco laranja kapo,1,kapo,4,b0f19386516f2f69
Vinicius Lopes Fernandes,64448139212,farinha lactea nestle,2,nestle,2,46ab29ed9bb90277
Isabela Nunes Cardoso,45161646632,milho pipoca campi,5,campi,3,ce8e300dffdeb602
Vinicius Lopes Fernandes,64448139212,iogurte nestle morango,2,nestle,1,7e9c0100871ad92b
Vinicius Cardoso Costa,97616924000,salsicha hot dog seara,5,seara,2,80aed25561e211eb
Ana Marques Vieira,81076193820,queijo mussarela fatiado,5,generico,1,405c85bc4c79e9d8
Beatriz Moreira Lima,70903418525,cheiro verde misto,2,generico,1,a6af865ce62f0ffd
Vinicius Lopes Fernandes,64448139212,suco uva kapo,2,kapo,4,27738d64070f7151
Isabela Nunes Cardoso,45161646632,manteiga aviacao,4,aviacao,2,5397960aeba2e6b3
Henrique Santos Almeida,10114581010,suco morango kapo,2,kapo,5,2a03f46abe452c69
Vinicius Cardoso Costa,97616924000,mini waffer brig trigolino,1,trigolino,4,d0c1db793f17062e
Ana Marques Vieira,81076193820,goma tapioca jo alimentos,4,generico,2,b0f59646ddc9458c
Igor Souza Moreira,95830436809,calabresa perdigao,4,perdigao,5,3b786ddf17a84fdb
Olivia Oliveira Freitas,94232829032,sabonete dove,1,dove,3,02b277c4789da68c
Larissa Carvalho Ferreira,45756376372,feijao carioca,2,generico,5,34fa3239bb692bcf
Vitoria Costa Andrade,13247830448,chocolate po dubom,3,dubom,1,5f37a52700f1804a
Igor Souza Moreira,95830436809,biscoito brig trigolino,3,trigolino,5,bae138b239e23b96
Caio Moreira Costa,11387575864,acucar refinado uniao,3,união,3,4ad51bf5be0f6ebf
Joao Nascimento Lima,6167112398,guarana classic 2lt,4,guarana antartica,3,6e227f0d7bb97433
Ana Marques Vieira,81076193820,suco morango kapo,2,kapo,1,2a03f46abe452c69
Beatriz Marques Barbosa,55565857503,nissin tomate turma monica,2,nissin,5,100aa838694d80b7
Henrique Santos Almeida,10114581010,rosquinha coco galo,5,galo,3,404ff7046866c3ed
Patricia Oliveira Barbosa,86406968026,creme dental colgate,5,colgate,1,6675903bd8378edd
Isabela Costa Souza,71475109172,suco laranja kapo,1,kapo,3,b0f19386516f2f69
Ana Marques Vieira,81076193820,nissin tomate turma monica,2,nissin,1,100aa838694d80b7
Zoe Carvalho Ferreira,60747317305,achocolatado po nescau,4,nescau,4,4b18a3d1193a0b75
Isabela Santos Lima,25925780132,guarana classic 2lt,2,guarana antartica,5,6e227f0d7bb97433
Beatriz Moreira Lima,70903418525,suco morango kapo,3,kapo,4,2a03f46abe452c69
Patricia Oliveira Barbosa,86406968026,milho pipoca campi,1,campi,2,ce8e300dffdeb602
Isabela Santos Lima,25925780132,bala eucalipto freegells,3,freegells,5,5fa1193e6c084a06
Beatriz Moreira Lima,70903418525,sorvete chocolate toya,4,toya,2,4d1321dc998bb78c
Henrique Santos Almeida,10114581010,acucar uniao,1,união,1,fc1b0d5db586ebe9
Henrique Santos Almeida,10114581010,arroz tio joao,2,tio joão,1,91e92082aec624ed
Henrique Santos Almeida,10114581010,farinha lactea nestle,1,nestle,2,46ab29ed9bb90277
Olivia Oliveira Freitas,94232829032,mini waffer brig trigolino,5,trigolino,4,d0c1db793f17062e
Caio Moreira Costa,11387575864,nescau po,1,nescau,1,a18b3d828ffb3386
Patricia Oliveira Barbosa,86406968026,batata palha scrush,3,scrush,2,896e9930b557a4ee
Vinicius Cardoso Costa,97616924000,cheiro verde misto,4,generico,4,a6af865ce62f0ffd
Vitoria Costa Andrade,13247830448,nissin tomate turma monica,1,nissin,1,100aa838694d80b7
Ana Marques Vieira,81076193820,leite condensado mococa,4,mococa,5,6cc6e39b987fc50a
Matheus Ferreira Santana,1291102647,macarrao renata espaguete,1,renata,2,ee1490e9b7a35448
Vinicius Lopes Fernandes,64448139212,goma tapioca jo alimentos,5,generico,2,b0f59646ddc9458c
Vinicius Cardoso Costa,97616924000,feijao carioca,3,generico,5,34fa3239bb692bcf
Zoe Carvalho Ferreira,60747317305,suco maracuja kapo,2,kapo,5,c9e0b63010291868
Vinicius Cardoso Costa,97616924000,pao de forma,1,generico,2,7c0d84a202081aeb
Otavio Souza Rocha,12548055590,refrigerante grapette,3,grapette,2,b18ec33b49021f37
Matheus Ferreira Santana,1291102647,guarana classic 2lt,2,guarana antartica,1,6e227f0d7bb97433
Vitoria Costa Andrade,13247830448,suco maracuja kapo,4,kapo,5,c9e0b63010291868
Isabela Santos Lima,25925780132,leite condensado semidesnatado tirol,3,tirol,3,d1f22bd632c5ff26
Vinicius Cardoso Costa,97616924000,acucar refinado uniao,1,união,5,4ad51bf5be0f6ebf
Zoe Carvalho Ferreira,60747317305,acucar refinado uniao,1,união,2,4ad51bf5be0f6ebf
Henrique Santos Almeida,10114581010,salsicha hot dog seara,5,seara,5,80aed25561e211eb
Henrique Santos Almeida,10114581010,refrigerante bare,5,bare,1,da41e5c5c5ddf98c
Olivia Oliveira Freitas,94232829032,oleo soja soya,2,soya,5,115b0cd735758b62
Isabela Costa Souza,71475109172,frango perdigao congelado,1,perdigao,4,d6c46501a2daf86d
Matheus Ferreira Santana,1291102647,oleo soja concord,3,concord,4,d62cd37fcb75ae41
Vinicius Lopes Fernandes,64448139212,macarrao renata espaguete,1,renata,4,ee1490e9b7a35448
Vinicius Lopes Fernandes,64448139212,leite condensado semidesnatado tirol,2,tirol,2,d1f22bd632c5ff26
Andre Barbosa Lima,77106803308,goma tapioca jo alimentos,2,generico,4,b0f59646ddc9458c
Vinicius Lopes Fernandes,64448139212,cheiro verde misto,3,generico,3,a6af865ce62f0ffd
Beatriz Marques Barbosa,55565857503,sabonete dove,1,dove,1,02b277c4789da68c
Vitoria Costa Andrade,13247830448,milho pipoca campi,4,campi,2,ce8e300dffdeb602
Isabela Costa Souza,71475109172,macarrao renata espaguete,2,renata,4,ee1490e9b7a35448
Olivia Oliveira Freitas,94232829032,suco laranja kapo,5,kapo,4,b0f19386516f2f69
Beatriz Moreira Lima,70903418525,arroz tio joao,5,tio joão,1,91e92082aec624ed
Henrique Santos Almeida,10114581010,refrigerante grapette,3,grapette,2,b18ec33b49021f37
Beatriz Marques Barbosa,55565857503,suco morango kapo,2,kapo,4,2a03f46abe452c69
Larissa Carvalho Ferreira,45756376372,manteiga aviacao,4,aviacao,1,5397960aeba2e6b3
Henrique Santos Almeida,10114581010,papel higienico neve,5,neve,4,2787dd01f45d49b0
Vitoria Costa Andrade,13247830448,refrigerante laranjinha,4,laranjinha,2,45c4d145142850d3
Larissa Carvalho Ferreira,45756376372,salsicha hot dog seara,1,seara,4,80aed25561e211eb
Andre Barbosa Lima,77106803308,rosquinha coco galo,3,galo,1,404ff7046866c3ed
Patricia Oliveira Barbosa,86406968026,arroz tio joao,3,tio joão,4,91e92082aec624ed
Vitoria Costa Andrade,13247830448,frango perdigao,3,perdigao,3,820d2ae8c8ad4579
Isabela Nunes Cardoso,45161646632,frango perdigao,2,perdigao,5,820d2ae8c8ad4579
Isabela Nunes Cardoso,45161646632,frango perdigao congelado,5,perdigao,1,d6c46501a2daf86d
Lucas Carvalho,98765432100,presunto cozido bigbom,4,big bom,1,bbd7ad169db9ba96
Igor Souza Moreira,95830436809,milho pipoca campi,5,campi,3,ce8e300dffdeb602
Patricia Oliveira Barbosa,86406968026,frango perdigao congelado,3,perdigao,3,d6c46501a2daf86d
Isabela Costa Souza,71475109172,papel higienico perfurmado flor lotus,1,flor de lotus,2,0bfd9ef01bb0c0be
Patricia Oliveira Barbosa,86406968026,feij carioca,3,generico,5,8f865ec7d9f1b4d7
Vitoria Costa Andrade,13247830448,cheiro verde misto,3,generico,4,a6af865ce62f0ffd
Igor Souza Moreira,95830436809,salsicha hot dog seara,4,seara,4,80aed25561e211eb
Lucas Carvalho,98765432100,queijo mussarela fatiado,3,generico,2,405c85bc4c79e9d8
Olivia Oliveira Freitas,94232829032,sabonete palm,3,palmolive,2,a0b9e00f24ed41d1
Lucas Carvalho,98765432100,refrigerante bare,4,bare,5,da41e5c5c5ddf98c
Larissa Carvalho Ferreira,45756376372,suco uva kapo,5,kapo,1,27738d64070f7151
Isabela Santos Lima,25925780132,rosquinha coco galo,5,galo,4,404ff7046866c3ed
Otavio Souza Rocha,12548055590,batata palha scrush,2,scrush,1,896e9930b557a4ee
Vinicius Cardoso Costa,97616924000,suco uva kapo,3,kapo,1,27738d64070f7151
Olivia Oliveira Freitas,94232829032,iogurte nestle morango,4,nestle,2,7e9c0100871ad92b
Vitoria Costa Andrade,13247830448,biscoito brig trigolino,5,trigolino,1,bae138b239e23b96
Beatriz Marques Barbosa,55565857503,melancia,1,generico,1,4fa3230bc9e14928
Beatriz Marques Barbosa,55565857503,refrigerante laranjinha,5,laranjinha,1,45c4d145142850d3
Otavio Souza Rocha,12548055590,creme dental colgate,5,colgate,3,6675903bd8378edd
Beatriz Moreira Lima,70903418525,papel higienico neve,1,neve,2,2787dd01f45d49b0
Joao Nascimento Lima,6167112398,sabonete dove,4,dove,5,02b277c4789da68c
Otavio Souza Rocha,12548055590,frango perdigao congelado,1,perdigao,1,d6c46501a2daf86d
Caio Moreira Costa,11387575864,pao frances,2,generico,3,d50b681b711f8c2e
Vinicius Cardoso Costa,97616924000,leite condensado semidesnatado tirol,4,tirol,5,d1f22bd632c5ff26
Isabela Costa Souza,71475109172,creme dental colgate,2,colgate,4,6675903bd8378edd
Igor Souza Moreira,95830436809,rosquinha coco galo,1,galo,5,404ff7046866c3ed
Otavio Souza Rocha,12548055590,nissin tomate turma monica,3,nissin,2,100aa838694d80b7
Caio Moreira Costa,11387575864,goma tapioca jo alimentos,5,generico,3,b0f59646ddc9458c
Isabela Santos Lima,25925780132,farinha lactea nestle,3,nestle,2,46ab29ed9bb90277
Igor Souza Moreira,95830436809,pao de forma,1,generico,4,7c0d84a202081aeb
Igor Souza Moreira,95830436809,feij carioca,5,generico,5,8f865ec7d9f1b4d7
Vinicius Lopes Fernandes,64448139212,papel higienico neve,3,neve,2,2787dd01f45d49b0
Patricia Oliveira Barbosa,86406968026,refrigerante coca cola,4,coca cola,2,b859dc801d8350ec
Olivia Oliveira Freitas,94232829032,cheiro verde misto,2,generico,2,a6af865ce62f0ffd
Andre Barbosa Lima,77106803308,iogurte nestle morango,2,nestle,3,7e9c0100871ad92b
Patricia Oliveira Barbosa,86406968026,pao de forma,5,generico,5,7c0d84a202081aeb
Henrique Santos Almeida,10114581010,queijo mussarela fatiado,4,generico,1,405c85bc4c79e9d8
Vitoria Costa Andrade,13247830448,macarrao renata espaguete,1,renata,4,ee1490e9b7a35448
Isabela Nunes Cardoso,45161646632,refrigerante grapette,5,grapette,1,b18ec33b49021f37
Henrique Santos Almeida,10114581010,suco uva kapo,2,kapo,4,27738d64070f7151
Isabela Costa Souza,71475109172,calabresa perdigao,1,perdigao,3,3b786ddf17a84fdb
Vinicius Cardoso Costa,97616924000,bala eucalipto freegells,1,freegells,2,5fa1193e6c084a06
Henrique Santos Almeida,10114581010,suco laranja dafruta,4,dafruta,3,3dbc58dc82f8efe9
Igor Souza Moreira,95830436809,refrigerante bare,2,bare,3,da41e5c5c5ddf98c
Larissa Carvalho Ferreira,45756376372,oleo soja soya,4,soya,2,115b0cd735758b62
Zoe Carvalho Ferreira,60747317305,pao de forma,3,generico,4,7c0d84a202081aeb
Ana Marques Vieira,81076193820,oleo soja soya,1,soya,3,115b0cd735758b62
Vitoria Costa Andrade,13247830448,feij carioca,3,generico,1,8f865ec7d9f1b4d7
Isabela Nunes Cardoso,45161646632,farinha lactea nestle,5,nestle,5,46ab29ed9bb90277
Caio Moreira Costa,11387575864,mini waffer brig trigolino,1,trigolino,4,d0c1db793f17062e
Vinicius Cardoso Costa,97616924000,manteiga aviacao,1,aviacao,3,5397960aeba2e6b3
Ana Marques Vieira,81076193820,melancia,5,generico,4,4fa3230bc9e14928
Matheus Ferreira Santana,1291102647,papel higienico neve,4,neve,1,2787dd01f45d49b0
Otavio Souza Rocha,12548055590,biscoito brig trigolino,3,trigolino,3,bae138b239e23b96
Beatriz Marques Barbosa,55565857503,mini waffer brig trigolino,2,trigolino,3,d0c1db793f17062e
Vitoria Costa Andrade,13247830448,arroz tio joao,3,tio joão,5,91e92082aec624ed
Larissa Carvalho Ferreira,45756376372,melancia,5,generico,2,4fa3230bc9e14928
Ana Marques Vieira,81076193820,suco laranja kapo,1,kapo,3,b0f19386516f2f69
Igor Souza Moreira,95830436809,frango perdigao,4,perdigao,5,820d2ae8c8ad4579
Matheus Ferreira Santana,1291102647,sabonete palm,5,palmolive,2,a0b9e00f24ed41d1
Beatriz Marques Barbosa,55565857503,acucar refinado uniao,3,união,4,4ad51bf5be0f6ebf
Isabela Santos Lima,25925780132,pao frances,3,generico,2,d50b681b711f8c2e
Larissa Carvalho Ferreira,45756376372,creme dental colgate,4,colgate,4,6675903bd8378edd
Joao Nascimento Lima,6167112398,manteiga aviacao,2,aviacao,1,5397960aeba2e6b3
Henrique Santos Almeida,10114581010,milho pipoca campi,3,campi,4,ce8e300dffdeb602
Ana Marques Vieira,81076193820,acucar refinado uniao,1,união,4,4ad51bf5be0f6ebf
Patricia Oliveira Barbosa,86406968026,suco laranja dafruta,3,dafruta,3,3dbc58dc82f8efe9
Olivia Oliveira Freitas,94232829032,acucar uniao,4,união,1,fc1b0d5db586ebe9
Beatriz Moreira Lima,70903418525,suco laranja kapo,3,kapo,5,b0f19386516f2f69
Isabela Santos Lima,25925780132,refrigerante laranjinha,4,laranjinha,2,45c4d145142850d3
Zoe Carvalho Ferreira,60747317305,queijo mussarela fatiado,2,generico,2,405c85bc4c79e9d8
Beatriz Marques Barbosa,55565857503,sorvete chocolate toya,1,toya,5,4d1321dc998bb78c
Zoe Carvalho Ferreira,60747317305,pao frances,3,generico,5,d50b681b711f8c2e
Vitoria Costa Andrade,13247830448,queijo mussarela fatiado,1,generico,3,405c85bc4c79e9d8
Beatriz Moreira Lima,70903418525,refrigerante laranjinha,1,laranjinha,5,45c4d145142850d3
Olivia Oliveira Freitas,94232829032,suco morango kapo,3,kapo,1,2a03f46abe452c69
Caio Moreira Costa,11387575864,rosquinha coco galo,1,galo,2,404ff7046866c3ed
Beatriz Marques Barbosa,55565857503,sabonete palm,1,palmolive,3,a0b9e00f24ed41d1
Andre Barbosa Lima,77106803308,arroz tio joao,1,tio joão,1,91e92082aec624ed
Isabela Santos Lima,25925780132,leite condensado mococa,3,mococa,5,6cc6e39b987fc50a
Joao Nascimento Lima,6167112398,chocolate po dubom,4,dubom,5,5f37a52700f1804a
Isabela Santos Lima,25925780132,calabresa perdigao,5,perdigao,5,3b786ddf17a84fdb
Lucas Carvalho,98765432100,mini waffer brig trigolino,3,trigolino,2,d0c1db793f17062e
Isabela Nunes Cardoso,45161646632,melancia,3,generico,2,4fa3230bc9e14928
Patricia Oliveira Barbosa,86406968026,suco uva kapo,2,kapo,4,27738d64070f7151
Vinicius Cardoso Costa,97616924000,achocolatado po nescau,3,nescau,4,4b18a3d1193a0b75
Isabela Nunes Cardoso,45161646632,iogurte nestle morango,4,nestle,1,7e9c0100871ad92b
Vinicius Cardoso Costa,97616924000,refrigerante bare,4,bare,5,da41e5c5c5ddf98c
Isabela Santos Lima,25925780132,nescau po,3,nescau,1,a18b3d828ffb3386
Igor Souza Moreira,95830436809,cheiro verde misto,5,generico,3,a6af865ce62f0ffd
Beatriz Moreira Lima,70903418525,presunto cozido bigbom,3,big bom,2,bbd7ad169db9ba96
Isabela Costa Souza,71475109172,queijo mussarela fatiado,3,generico,3,405c85bc4c79e9d8
Vinicius Cardoso Costa,97616924000,refrigerante grapette,2,grapette,2,b18ec33b49021f37
Vinicius Lopes Fernandes,64448139212,presunto cozido bigbom,2,big bom,1,bbd7ad169db9ba96
Lucas Carvalho,98765432100,leite condensado semidesnatado tirol,3,tirol,2,d1f22bd632c5ff26
Isabela Costa Souza,71475109172,achocolatado po nescau,2,nescau,4,4b18a3d1193a0b75
Joao Nascimento Lima,6167112398,refrigerante bare,5,bare,4,da41e5c5c5ddf98c
Lucas Carvalho,98765432100,creme dental colgate,5,colgate,5,6675903bd8378edd
Lucas Carvalho,98765432100,suco uva kapo,5,kapo,4,27738d64070f7151
Igor Souza Moreira,95830436809,batata palha scrush,1,scrush,5,896e9930b557a4ee
Beatriz Marques Barbosa,55565857503,pao frances,5,generico,2,d50b681b711f8c2e
Lucas Carvalho,98765432100,milho pipoca campi,2,campi,1,ce8e300dffdeb602
Henrique Santos Almeida,10114581010,oleo soya,3,soya,2,a487f6e16421e74e
Olivia Oliveira Freitas,94232829032,feijao carioca,5,generico,4,34fa3239bb692bcf
Larissa Carvalho Ferreira,45756376372,suco laranja kapo,1,kapo,3,b0f19386516f2f69
Vinicius Cardoso Costa,97616924000,oleo soya,3,soya,2,a487f6e16421e74e
Matheus Ferreira Santana,1291102647,nescau po,5,nescau,3,a18b3d828ffb3386
Larissa Carvalho Ferreira,45756376372,frango perdigao,4,perdigao,4,820d2ae8c8ad4579
Isabela Santos Lima,25925780132,feij carioca,3,generico,4,8f865ec7d9f1b4d7
Matheus Ferreira Santana,1291102647,nissin tomate turma monica,3,nissin,2,100aa838694d80b7
Caio Moreira Costa,11387575864,melancia,4,generico,3,4fa3230bc9e14928
Joao Nascimento Lima,6167112398,goma tapioca jo alimentos,5,generico,4,b0f59646ddc9458c
Isabela Nunes Cardoso,45161646632,pao de forma,2,generico,5,7c0d84a202081aeb
Matheus Ferreira Santana,1291102647,feij carioca,3,generico,4,8f865ec7d9f1b4d7
Vitoria Costa Andrade,13247830448,papel higienico neve,4,neve,4,2787dd01f45d49b0
Isabela Costa Souza,71475109172,acucar uniao,2,união,3,fc1b0d5db586ebe9
Olivia Oliveira Freitas,94232829032,farinha lactea nestle,5,nestle,2,46ab29ed9bb90277
Beatriz Moreira Lima,70903418525,iogurte nestle morango,1,nestle,5,7e9c0100871ad92b
Lucas Carvalho,98765432100,arroz tio joao,5,tio joão,1,91e92082aec624ed
Henrique Santos Almeida,10114581010,calabresa perdigao,5,perdigao,3,3b786ddf17a84fdb
Larissa Carvalho Ferreira,45756376372,oleo soya,2,soya,2,a487f6e16421e74e
Isabela Nunes Cardoso,45161646632,leite condensado mococa,1,mococa,2,6cc6e39b987fc50a
Ana Marques Vieira,81076193820,farinha lactea nestle,1,nestle,1,46ab29ed9bb90277
Olivia Oliveira Freitas,94232829032,suco uva kapo,5,kapo,5,27738d64070f7151
Lucas Carvalho,98765432100,chocolate po dubom,1,dubom,5,5f37a52700f1804a
Larissa Carvalho Ferreira,45756376372,chocolate po dubom,2,dubom,4,5f37a52700f1804a
Matheus Ferreira Santana,1291102647,queijo mussarela fatiado,2,generico,4,405c85bc4c79e9d8
Matheus Ferreira Santana,1291102647,biscoito brig trigolino,3,trigolino,2,bae138b239e23b96
Isabela Santos Lima,25925780132,oleo soja concord,3,concord,3,d62cd37fcb75ae41
Igor Souza Moreira,95830436809,goma tapioca jo alimentos,3,generico,3,b0f59646ddc9458c
Joao Nascimento Lima,6167112398,suco morango kapo,5,kapo,1,2a03f46abe452c69
Zoe Carvalho Ferreira,60747317305,cheiro verde misto,3,generico,4,a6af865ce62f0ffd
Zoe Carvalho Ferreira,60747317305,sorvete chocolate toya,5,toya,4,4d1321dc998bb78c
Zoe Carvalho Ferreira,60747317305,arroz tio joao,5,tio joão,2,91e92082aec624ed
Patricia Oliveira Barbosa,86406968026,cafe pilao,5,pilao,5,595a16276251ffad
Otavio Souza Rocha,12548055590,suco laranja dafruta,2,dafruta,3,3dbc58dc82f8efe9
Vinicius Cardoso Costa,97616924000,presunto cozido bigbom,2,big bom,5,bbd7ad169db9ba96
